Difference of "all_files" between "1.21.2" and "1.21.10.20" (beta of "1.21.20").

Total file: 19490 (+124, -172)
Changed file "behavior_packs/chemistry/recipes/reducer_cobblestone_slab_mossy.json" from "1d0999b61ba5667eb7f0bc5067e82cf1d47a8ee6" to "d0a55273abc02b9f39772bc54e3708931fcb94df".
Added file "behavior_packs/chemistry_1.21.10/contents.json" of "e13fc3a33ab423641a987b8192ebea4c0b46c59d".
Added file "behavior_packs/chemistry_1.21.10/manifest.json" of "8dbab06b6da3d2514825244d6f9a7c7b4da4ebc5".
Added file "behavior_packs/chemistry_1.21.10/recipes/reducer_andesite_slab.json" of "7ed0a7c0708c1184d2a5cc14f6c68e7ccfa4c29d".
Added file "behavior_packs/chemistry_1.21.10/recipes/reducer_andesite_slab_polished.json" of "064a5a2efca7680e40af4e752b81f0163ace5568".
Added file "behavior_packs/chemistry_1.21.10/recipes/reducer_cobblestone_slab_mossy.json" of "afabb831d11aabebacb967dc7ad8e67f215ca6c3".
Added file "behavior_packs/chemistry_1.21.10/recipes/reducer_diorite_slab.json" of "7706c1bacdcf1be545970acdb7a85ae96d2bf06a".
Added file "behavior_packs/chemistry_1.21.10/recipes/reducer_diorite_slab_polished.json" of "618ef6d1ffeabdb3bbee71b3a85d8e13536c0f37".
Added file "behavior_packs/chemistry_1.21.10/recipes/reducer_granite_slab.json" of "0388434ad1772c30ac6641ed799bb16ea48a0d26".
Added file "behavior_packs/chemistry_1.21.10/recipes/reducer_granite_slab_polished.json" of "5603547033e355daea3fae565e08bc239a5928ee".
Added file "behavior_packs/chemistry_1.21.10/recipes/reducer_sandstone_slab_red.json" of "8a713f01ace077582b6b2612939552f0ef217d59".
Added file "behavior_packs/chemistry_1.21.10/recipes/reducer_sandstone_slab_smooth.json" of "37c8ea6c14ec0204934f0d05ea222d661f7d9a9f".
Added file "behavior_packs/chemistry_1.21.10/recipes/reducer_sandstone_slab_smooth_red.json" of "68c26b2193b36a94a8374a12e9531fb026badead".
Added file "behavior_packs/experimental_cameras_boom/contents.json" of "0e4cdac19474e03b5dec98770e1ee2bc57c6ffb6".
Added file "behavior_packs/experimental_cameras_boom/manifest.json" of "0e7fefa411f306f87deb770785390c503806deb6".
Added file "behavior_packs/experimental_third_person_cameras/cameras/presets/follow_orbit.json" of "d2f25a104c9a74e088765270dfdf58383201fe36".
Added file "behavior_packs/experimental_third_person_cameras/contents.json" of "169da17979f00e61e4203d1eb98e2bc6bf022791".
Added file "behavior_packs/experimental_third_person_cameras/manifest.json" of "ef55dcfea37d7661a93e94af9d213b586b92e864".
Changed file "behavior_packs/vanilla_1.21.0/loot_tables/chests/trial_chambers/reward_ominous.json" from "23ba2622dad9a363c06d4e4195bfb049b01cdd45" to "46f0b0beb28248e6620661a4bf1c7d7677a065a2".
Added file "behavior_packs/vanilla_1.21.10/contents.json" of "4aff88b63861835c68ad5e402c25bd387b82d140".
